time_sec,ECG_II,ECG_II_filtered
10.298,0.005,-0.06
10.3,0.02,-0.065
10.302,-0.005,-0.065
10.304,-0.025,-0.065
10.306,-0.035,-0.065
10.308,-0.03,-0.06
10.31,-0.05,-0.055
10.312,0.0,-0.05
10.314,0.01,-0.04
10.316,0.01,-0.035
10.318,-0.005,-0.03
10.32,-0.01,-0.03
10.322,0.01,-0.03
10.324,0.005,-0.035
10.326,-0.025,-0.04
10.328,-0.035,-0.05
10.33,-0.035,-0.055
10.332,-0.085,-0.065
10.334,-0.015,-0.07
10.336,-0.015,-0.075
10.338,-0.065,-0.08
10.34,-0.045,-0.085
10.342,-0.015,-0.085
10.344,0.0,-0.085
10.346,0.005,-0.08
10.348,0.0,-0.075
10.35,-0.015,-0.07
10.352,-0.015,-0.06
10.354,-0.04,-0.05
10.356,-0.035,-0.045
10.358,0.02,-0.04
10.36,-0.005,-0.04
10.362,-0.03,-0.045
10.364,-0.025,-0.05
10.366,-0.045,-0.055
10.368,-0.055,-0.06
10.37,-0.01,-0.065
10.372,0.005,-0.065
10.374,-0.005,-0.06
10.376,-0.02,-0.055
10.378,-0.04,-0.05
10.38,-0.065,-0.045
10.382,-0.02,-0.04
10.384,0.035,-0.04
10.386,0.025,-0.04
10.388,-0.02,-0.045
10.39,-0.005,-0.05
10.392,-0.02,-0.055
10.394,-0.025,-0.06
10.396,0.01,-0.06
10.398,0.025,-0.06
10.4,-0.01,-0.055
10.402,-0.04,-0.05
10.404,-0.065,-0.045
10.406,-0.045,-0.045
10.408,-0.03,-0.045
10.41,-0.025,-0.05
10.412,-0.02,-0.05
10.414,0.01,-0.05
10.416,0.015,-0.05
10.418,0.035,-0.05
10.42,0.03,-0.045
10.422,-0.025,-0.04
10.424,-0.015,-0.035
10.426,0.005,-0.035
10.428,-0.005,-0.035
10.43,-0.005,-0.035
10.432,-0.01,-0.04
10.434,-0.055,-0.04
10.436,-0.02,-0.045
10.438,-0.01,-0.045
10.44,-0.01,-0.045
10.442,0.02,-0.045
10.444,0.01,-0.045
10.446,0.015,-0.04
10.448,0.0,-0.04
10.45,0.005,-0.045
10.452,-0.04,-0.05
10.454,-0.03,-0.055
10.456,-0.02,-0.06
10.458,-0.045,-0.06
10.46,-0.035,-0.065
10.462,0.0,-0.06
10.464,0.01,-0.06
10.466,-0.02,-0.06
10.468,-0.045,-0.055
10.47,-0.025,-0.055
10.472,-0.02,-0.055
10.474,-0.015,-0.06
10.476,-0.035,-0.065
10.478,-0.02,-0.07
10.48,-0.045,-0.07
10.482,-0.065,-0.075
10.484,-0.045,-0.07
10.486,-0.005,-0.07
10.488,0.005,-0.065
10.49,0.005,-0.065
10.492,-0.03,-0.065
10.494,-0.02,-0.07
10.496,-0.02,-0.07
10.498,-0.07,-0.075
10.5,-0.085,-0.075
10.502,-0.07,-0.075
10.504,-0.065,-0.065
10.506,0.035,-0.055
10.508,0.055,-0.045
10.51,0.04,-0.025
10.512,0.04,-0.01
10.514,0.065,0.0
10.516,0.075,0.01
10.518,0.035,0.015
10.52,0.035,0.015
10.522,0.035,0.01
10.524,0.03,0.0
10.526,0.03,-0.005
10.528,0.055,-0.015
10.53,0.015,-0.02
10.532,-0.03,-0.02
10.534,0.02,-0.015
10.536,0.04,-0.005
10.538,0.085,0.0
10.54,0.07,0.01
10.542,0.05,0.015
10.544,0.025,0.02
10.546,0.045,0.015
10.548,0.035,0.005
10.55,-0.01,-0.005
10.552,-0.025,-0.02
10.554,-0.035,-0.035
10.556,-0.04,-0.05
10.558,0.005,-0.06
10.56,0.02,-0.065
10.562,-0.02,-0.065
10.564,-0.06,-0.06
10.566,-0.035,-0.05
10.568,-0.005,-0.04
10.57,-0.005,-0.03
10.572,0.02,-0.025
10.574,0.02,-0.02
10.576,0.01,-0.02
10.578,0.03,-0.02
10.58,0.005,-0.025
10.582,0.025,-0.03
10.584,0.01,-0.035
10.586,0.01,-0.035
10.588,-0.04,-0.04
10.59,-0.06,-0.045
10.592,-0.025,-0.05
10.594,0.01,-0.06
10.596,0.01,-0.065
10.598,-0.04,-0.07
10.6,-0.035,-0.075
10.602,-0.02,-0.075
10.604,-0.055,-0.07
10.606,-0.045,-0.065
10.608,0.0,-0.06
10.61,0.02,-0.05
10.612,-0.005,-0.04
10.614,-0.02,-0.035
10.616,0.0,-0.03
10.618,0.025,-0.025
10.62,0.015,-0.025
10.622,0.005,-0.025
10.624,0.0,-0.025
10.626,-0.04,-0.025
10.628,-0.045,-0.025
10.63,0.0,-0.025
10.632,0.0,-0.03
10.634,0.015,-0.035
10.636,-0.005,-0.04
10.638,0.005,-0.05
10.64,-0.03,-0.055
10.642,-0.025,-0.055
10.644,-0.005,-0.045
10.646,0.025,-0.02
10.648,0.055,0.025
10.65,0.12,0.085
10.652,0.205,0.165
10.654,0.31,0.255
10.656,0.39,0.35
10.658,0.52,0.44
10.66,0.58,0.52
10.662,0.685,0.58
10.664,0.715,0.62
10.666,0.635,0.635
10.668,0.67,0.625
10.67,0.675,0.59
10.672,0.565,0.535
10.674,0.45,0.46
10.676,0.395,0.38
10.678,0.325,0.29
10.68,0.25,0.195
10.682,0.095,0.11
10.684,-0.02,0.025
10.686,-0.09,-0.045
10.688,-0.12,-0.105
10.69,-0.125,-0.15
10.692,-0.11,-0.18
10.694,-0.145,-0.19
10.696,-0.15,-0.185
10.698,-0.12,-0.175
10.7,-0.11,-0.15
10.702,-0.09,-0.125
10.704,-0.06,-0.1
10.706,-0.02,-0.07
10.708,0.01,-0.05
10.71,0.04,-0.035
10.712,0.015,-0.025
10.714,-0.01,-0.025
10.716,-0.025,-0.025
10.718,-0.015,-0.025
10.72,-0.005,-0.03
10.722,-0.02,-0.04
10.724,-0.03,-0.045
10.726,-0.055,-0.05
10.728,-0.02,-0.055
10.73,0.005,-0.06
10.732,0.0,-0.06
10.734,-0.055,-0.06
10.736,-0.04,-0.06
10.738,-0.02,-0.06
10.74,-0.005,-0.055
10.742,0.005,-0.05
10.744,-0.025,-0.045
10.746,-0.05,-0.045
10.748,-0.01,-0.04
10.75,0.005,-0.04
10.752,-0.02,-0.045
10.754,-0.03,-0.045
10.756,-0.02,-0.05
10.758,0.01,-0.05
10.76,-0.08,-0.05
10.762,-0.01,-0.045
10.764,0.045,-0.04
10.766,0.015,-0.03
10.768,0.015,-0.025
10.77,0.02,-0.015
10.772,0.02,-0.015
10.774,0.01,-0.015
10.776,-0.02,-0.015
10.778,-0.015,-0.02
10.78,0.015,-0.03
10.782,-0.02,-0.035
10.784,-0.02,-0.04
10.786,-0.03,-0.04
10.788,-0.025,-0.04
10.79,0.005,-0.04
10.792,0.02,-0.035
10.794,0.025,-0.03
10.796,-0.02,-0.02
10.798,-0.01,-0.015
10.8,0.005,-0.015
10.802,0.03,-0.01
10.804,0.03,-0.005
10.806,0.045,-0.005
10.808,0.03,0.0
10.81,0.0,0.0
10.812,-0.03,0.0
10.814,0.005,0.005
10.816,0.025,0.005
10.818,0.05,0.005
10.82,0.03,0.01
10.822,0.03,0.01
10.824,0.035,0.015
10.826,0.06,0.02
10.828,0.08,0.02
10.83,0.08,0.025
10.832,0.05,0.025
10.834,0.045,0.025
10.836,0.045,0.02
10.838,0.04,0.02
10.84,0.0,0.015
10.842,0.0,0.015
10.844,0.03,0.015
10.846,0.075,0.02
10.848,0.085,0.03
10.85,0.09,0.04
10.852,0.115,0.055
10.854,0.11,0.07
10.856,0.105,0.08
10.858,0.12,0.09
10.86,0.11,0.095
10.862,0.11,0.1
10.864,0.085,0.095
10.866,0.1,0.09
10.868,0.115,0.08
10.87,0.14,0.075
10.872,0.115,0.07
10.874,0.105,0.065
10.876,0.09,0.07
10.878,0.105,0.075
10.88,0.12,0.08
10.882,0.115,0.09
10.884,0.105,0.095
10.886,0.08,0.105
10.888,0.1,0.11
10.89,0.13,0.11
10.892,0.145,0.11
10.894,0.13,0.105
10.896,0.1,0.1
10.898,0.115,0.095
10.9,0.155,0.09
10.902,0.1,0.08
10.904,0.03,0.07
10.906,0.065,0.065
10.908,0.085,0.06
10.91,0.085,0.05
10.912,0.055,0.045
10.914,0.015,0.04
10.916,0.045,0.03
10.918,0.03,0.025
10.92,0.04,0.02
10.922,0.045,0.02
10.924,0.01,0.015
10.926,0.005,0.01
10.928,0.005,0.01
10.93,0.04,0.005
10.932,0.02,0.0
10.934,-0.005,-0.005
10.936,-0.015,-0.015
10.938,-0.015,-0.02
10.94,-0.025,-0.025
10.942,-0.04,-0.035
10.944,-0.03,-0.035
10.946,-0.05,-0.035
10.948,-0.035,-0.035
10.95,0.03,-0.03
10.952,0.02,-0.03
10.954,0.005,-0.025
10.956,-0.02,-0.02
10.958,-0.04,-0.015
10.96,-0.025,-0.015
10.962,0.005,-0.015
10.964,-0.01,-0.02
10.966,-0.035,-0.02
10.968,0.01,-0.025
10.97,-0.005,-0.03
10.972,-0.02,-0.035
10.974,-0.035,-0.035
10.976,-0.07,-0.04
10.978,-0.04,-0.045
10.98,-0.02,-0.045
10.982,-0.01,-0.05
10.984,-0.05,-0.05
10.986,-0.05,-0.05
10.988,-0.035,-0.05
10.99,-0.01,-0.045
10.992,-0.02,-0.045
10.994,-0.025,-0.04
10.996,0.005,-0.035
10.998,-0.025,-0.03
11.0,-0.045,-0.025
11.002,-0.03,-0.02
11.004,-0.03,-0.02
11.006,-0.055,-0.02
11.008,-0.065,-0.025
11.01,0.005,-0.03
11.012,0.005,-0.035
11.014,-0.015,-0.035
11.016,-0.02,-0.04
11.018,-0.055,-0.045
11.02,-0.05,-0.045
11.022,-0.025,-0.045
11.024,-0.045,-0.045
11.026,-0.045,-0.04
11.028,-0.025,-0.035
11.03,0.02,-0.035
11.032,0.0,-0.03
11.034,-0.035,-0.03
11.036,-0.025,-0.03
11.038,-0.07,-0.035
11.04,-0.06,-0.04
11.042,-0.04,-0.045
11.044,-0.045,-0.045
11.046,-0.01,-0.05
11.048,-0.01,-0.05
11.05,-0.04,-0.045
11.052,-0.08,-0.04
11.054,-0.065,-0.035
11.056,-0.05,-0.03
11.058,0.015,-0.025
11.06,-0.005,-0.025
11.062,-0.02,-0.025
11.064,-0.035,-0.03
11.066,-0.05,-0.035
11.068,-0.065,-0.04
11.07,-0.075,-0.045
11.072,-0.055,-0.055
11.074,-0.025,-0.055
11.076,-0.025,-0.06
11.078,-0.055,-0.055
11.08,-0.04,-0.055
11.082,-0.025,-0.05
11.084,-0.02,-0.04
11.086,-0.02,-0.035
11.088,-0.045,-0.03
11.09,-0.04,-0.03
11.092,-0.02,-0.03
11.094,-0.035,-0.03
11.096,-0.035,-0.03
11.098,-0.055,-0.03
11.1,-0.065,-0.03
11.102,-0.04,-0.03
11.104,-0.07,-0.025
11.106,0.0,-0.025
11.108,0.005,-0.015
11.11,0.005,-0.01
11.112,0.0,-0.01
11.114,-0.015,-0.005
11.116,-0.03,-0.005
11.118,-0.025,-0.01
11.12,-0.055,-0.015
11.122,-0.05,-0.025
11.124,-0.02,-0.035
11.126,-0.03,-0.045
11.128,-0.08,-0.055
11.13,-0.065,-0.065
11.132,-0.04,-0.07
11.134,-0.035,-0.07
11.136,-0.035,-0.075
11.138,-0.09,-0.07
11.14,-0.06,-0.065
11.142,-0.06,-0.06
11.144,-0.06,-0.055
11.146,-0.09,-0.055
11.148,-0.07,-0.05
11.15,-0.005,-0.05
11.152,-0.035,-0.05
11.154,-0.05,-0.055
11.156,-0.065,-0.06
11.158,-0.085,-0.065
11.16,-0.095,-0.07
11.162,-0.075,-0.07
11.164,-0.08,-0.07
11.166,-0.06,-0.07
11.168,-0.04,-0.065
11.17,-0.035,-0.06
11.172,-0.005,-0.055
11.174,-0.04,-0.05
11.176,-0.075,-0.05
11.178,-0.095,-0.045
11.18,-0.085,-0.045
11.182,-0.055,-0.045
11.184,-0.025,-0.045
11.186,-0.03,-0.045
11.188,-0.02,-0.045
11.19,-0.005,-0.04
11.192,0.02,-0.035
11.194,-0.005,-0.025
11.196,-0.025,-0.02
11.198,-0.04,-0.02
11.2,-0.055,-0.02
11.202,-0.05,-0.025
11.204,-0.055,-0.03
11.206,-0.075,-0.04
11.208,-0.09,-0.045
11.21,-0.055,-0.05
11.212,-0.005,-0.05
11.214,-0.025,-0.045
11.216,-0.04,-0.035
11.218,-0.05,-0.025
11.22,-0.03,-0.01
11.222,0.01,0.0
11.224,0.02,0.01
11.226,0.015,0.015
11.228,0.0,0.015
11.23,-0.005,0.015
11.232,-0.015,0.01
11.234,-0.04,0.005
11.236,-0.015,0.005
11.238,0.025,0.0
11.24,-0.02,0.0
11.242,0.015,0.005
11.244,0.02,0.005
11.246,-0.015,0.0
11.248,-0.02,0.0
11.25,-0.06,-0.005
11.252,-0.04,-0.015
11.254,0.0,-0.02
11.256,-0.015,-0.03
11.258,-0.075,-0.035
11.26,-0.08,-0.04
11.262,-0.09,-0.045
11.264,-0.07,-0.045
11.266,-0.025,-0.04
11.268,-0.02,-0.04
11.27,-0.075,-0.035
11.272,-0.08,-0.035
11.274,-0.03,-0.03
11.276,-0.045,-0.03
11.278,-0.065,-0.03
11.28,-0.085,-0.03
11.282,-0.075,-0.03
11.284,0.0,-0.03
11.286,0.005,-0.025
11.288,-0.03,-0.025
11.29,-0.06,-0.025
11.292,-0.045,-0.025
11.294,-0.075,-0.025
11.296,-0.055,-0.03
11.298,-0.05,-0.035
11.3,-0.065,-0.04
11.302,-0.055,-0.045
11.304,-0.035,-0.045
11.306,-0.045,-0.05
11.308,-0.04,-0.05
11.31,-0.06,-0.055
11.312,-0.065,-0.055
11.314,-0.08,-0.055
11.316,-0.075,-0.055
11.318,-0.085,-0.06
11.32,-0.06,-0.06
11.322,-0.05,-0.06
11.324,-0.055,-0.06
11.326,-0.085,-0.055
11.328,-0.075,-0.05
11.33,-0.08,-0.045
11.332,-0.07,-0.045
11.334,-0.065,-0.045
11.336,-0.05,-0.05
11.338,-0.08,-0.06
11.34,-0.115,-0.075
11.342,-0.115,-0.085
11.344,-0.08,-0.085
11.346,-0.05,-0.075
11.348,-0.03,-0.045
11.35,0.025,0.005
11.352,0.025,0.08
11.354,0.07,0.17
11.356,0.275,0.28
11.358,0.435,0.395
11.36,0.54,0.5
11.362,0.595,0.595
11.364,0.71,0.67
11.366,0.8,0.715
11.368,0.75,0.725
11.37,0.685,0.705
11.372,0.59,0.655
11.374,0.495,0.58
11.376,0.405,0.485
11.378,0.35,0.38
11.38,0.28,0.27
11.382,0.175,0.16
11.384,0.02,0.065
11.386,-0.11,-0.02
11.388,-0.135,-0.085
11.39,-0.17,-0.13
11.392,-0.205,-0.16
11.394,-0.215,-0.17
11.396,-0.195,-0.165
11.398,-0.185,-0.155
11.4,-0.135,-0.135
11.402,-0.115,-0.115
11.404,-0.125,-0.095
11.406,-0.085,-0.08
11.408,-0.045,-0.065
11.41,-0.065,-0.055
11.412,-0.07,-0.05
11.414,-0.085,-0.045
11.416,-0.1,-0.045
11.418,-0.115,-0.04
11.42,-0.12,-0.04
11.422,-0.04,-0.04
11.424,0.01,-0.045
11.426,-0.045,-0.05
11.428,-0.055,-0.06
11.43,-0.085,-0.065
11.432,-0.125,-0.075
11.434,-0.135,-0.08
11.436,-0.19,-0.08
11.438,-0.13,-0.08
11.44,-0.065,-0.07
11.442,-0.03,-0.06
11.444,-0.015,-0.05
11.446,-0.045,-0.035
11.448,-0.07,-0.02
11.45,-0.025,-0.01
11.452,-0.005,-0.005
11.454,-0.005,0.0
11.456,0.01,0.0
11.458,-0.005,-0.005
11.46,-0.06,-0.01
11.462,-0.045,-0.01
11.464,-0.065,-0.015
11.466,-0.02,-0.015
11.468,-0.02,-0.015
11.47,-0.02,-0.015
11.472,-0.045,-0.015
11.474,-0.06,-0.02
11.476,-0.045,-0.025
11.478,-0.02,-0.03
11.48,-0.035,-0.035
11.482,-0.09,-0.04
11.484,-0.08,-0.045
11.486,-0.04,-0.045
11.488,-0.02,-0.04
11.49,-0.055,-0.035
11.492,-0.05,-0.03
11.494,-0.035,-0.02
11.496,-0.005,-0.015
11.498,-0.015,-0.01
11.5,-0.045,-0.005
11.502,-0.025,-0.005
11.504,-0.01,-0.005
11.506,-0.05,-0.005
11.508,-0.055,-0.005
11.51,-0.055,-0.005
11.512,-0.035,0.0
11.514,0.035,0.005
11.516,0.01,0.01
11.518,0.005,0.015
11.52,-0.02,0.02
11.522,-0.03,0.02
11.524,0.005,0.02
11.526,-0.005,0.02
11.528,0.01,0.015
11.53,0.025,0.02
11.532,0.015,0.02
11.534,0.005,0.03
11.536,-0.025,0.04
11.538,0.0,0.05
11.54,0.065,0.06
11.542,0.055,0.065
11.544,0.05,0.07
11.546,0.025,0.075
11.548,0.015,0.075
11.55,0.03,0.075
11.552,0.12,0.075
11.554,0.08,0.075
11.556,0.05,0.075
11.558,0.07,0.075
11.56,0.07,0.08
11.562,0.09,0.09
11.564,0.055,0.095
11.566,0.05,0.105
11.568,0.095,0.11
11.57,0.1,0.115
11.572,0.085,0.12
11.574,0.1,0.12
11.576,0.13,0.12
11.578,0.12,0.115
11.58,0.095,0.115
11.582,0.085,0.11
11.584,0.065,0.105
11.586,0.085,0.1
11.588,0.105,0.1
11.59,0.07,0.1
11.592,0.065,0.105
11.594,0.095,0.11
11.596,0.12,0.115
11.598,0.105,0.12
11.6,0.08,0.13
11.602,0.135,0.13
11.604,0.13,0.135
11.606,0.1,0.13
11.608,0.075,0.125
11.61,0.05,0.115
11.612,0.04,0.1
11.614,0.03,0.085
11.616,0.04,0.07
11.618,0.025,0.055
11.62,0.03,0.045
11.622,0.05,0.035
11.624,0.03,0.03
11.626,-0.015,0.025
11.628,-0.005,0.025
11.63,-0.01,0.02
11.632,-0.015,0.02
11.634,-0.04,0.015
11.636,-0.045,0.01
11.638,-0.055,0.0
11.64,-0.04,-0.005
11.642,-0.025,-0.015
11.644,-0.01,-0.025
11.646,-0.02,-0.03
11.648,-0.075,-0.04
11.65,-0.095,-0.04
11.652,-0.075,-0.04
11.654,-0.04,-0.04
11.656,-0.02,-0.035
11.658,-0.035,-0.03
11.66,-0.045,-0.02
11.662,-0.03,-0.015
11.664,0.0,-0.01
11.666,-0.035,-0.005
11.668,-0.015,-0.01
11.67,-0.025,-0.015
11.672,-0.05,-0.02
11.674,-0.065,-0.03
11.676,-0.065,-0.04
11.678,-0.115,-0.05
11.68,-0.105,-0.06
11.682,-0.055,-0.06
11.684,-0.035,-0.055
11.686,-0.005,-0.045
11.688,-0.01,-0.035
11.69,0.0,-0.025
11.692,-0.025,-0.015
11.694,-0.04,-0.01
11.696,-0.055,-0.01
11.698,-0.065,-0.015
11.7,-0.03,-0.025
11.702,-0.05,-0.035
11.704,-0.075,-0.045
11.706,-0.1,-0.055
11.708,-0.06,-0.055
11.71,-0.025,-0.055
11.712,-0.035,-0.045
11.714,-0.07,-0.035
11.716,-0.045,-0.025
11.718,-0.015,-0.015
11.72,-0.025,-0.005
11.722,-0.035,-0.005
11.724,-0.01,-0.005
11.726,-0.025,-0.005
11.728,-0.04,-0.015
11.73,-0.06,-0.02
11.732,-0.035,-0.03
11.734,-0.025,-0.035
11.736,-0.03,-0.04
11.738,-0.035,-0.05
11.74,-0.05,-0.055
11.742,-0.07,-0.055
11.744,-0.075,-0.055
11.746,-0.15,-0.055
11.748,-0.125,-0.05
11.75,-0.01,-0.045
11.752,-0.005,-0.035
11.754,0.015,-0.03
11.756,0.005,-0.025
11.758,-0.025,-0.02
11.76,-0.05,-0.02
11.762,-0.055,-0.025
11.764,-0.085,-0.03
11.766,-0.06,-0.035
11.768,-0.02,-0.04
11.77,-0.02,-0.04
11.772,-0.01,-0.04
11.774,-0.02,-0.04
11.776,-0.035,-0.035
11.778,-0.04,-0.03
11.78,-0.05,-0.03
11.782,-0.02,-0.03
11.784,-0.015,-0.03
11.786,-0.08,-0.03
11.788,-0.045,-0.035
11.79,-0.06,-0.04
11.792,-0.045,-0.04
11.794,-0.045,-0.045
11.796,-0.06,-0.045
11.798,-0.035,-0.04
11.8,-0.02,-0.04
11.802,-0.06,-0.045
11.804,-0.08,-0.045
11.806,-0.05,-0.05
11.808,-0.035,-0.06
11.81,-0.025,-0.065
11.812,-0.07,-0.07
11.814,-0.1,-0.07
11.816,-0.115,-0.07
11.818,-0.075,-0.065
11.82,-0.02,-0.055
11.822,-0.025,-0.045
11.824,-0.045,-0.035
11.826,-0.04,-0.025
11.828,-0.04,-0.02
11.83,-0.01,-0.015
11.832,-0.02,-0.015
11.834,-0.055,-0.02
11.836,-0.07,-0.025
11.838,-0.03,-0.03
11.84,0.0,-0.035
11.842,-0.01,-0.04
11.844,-0.065,-0.045
11.846,-0.045,-0.045
11.848,-0.025,-0.045
11.85,-0.05,-0.04
11.852,-0.03,-0.04
11.854,-0.07,-0.04
11.856,-0.045,-0.04
11.858,-0.045,-0.045
11.86,-0.035,-0.05
11.862,-0.07,-0.055
11.864,-0.05,-0.055
11.866,-0.025,-0.06
11.868,-0.065,-0.055
11.87,-0.03,-0.05
11.872,-0.02,-0.045
11.874,-0.035,-0.04
11.876,-0.075,-0.035
11.878,-0.045,-0.03
11.88,-0.035,-0.03
11.882,-0.025,-0.03
11.884,-0.03,-0.04
11.886,-0.065,-0.045
11.888,-0.05,-0.055
11.89,-0.045,-0.065
11.892,-0.075,-0.075
11.894,-0.045,-0.08
11.896,-0.08,-0.08
11.898,-0.085,-0.08
11.9,-0.07,-0.07
11.902,-0.11,-0.06
11.904,-0.035,-0.05
11.906,0.015,-0.04
11.908,0.0,-0.03
11.91,-0.05,-0.02
11.912,0.0,-0.015
11.914,-0.01,-0.01
11.916,-0.03,-0.01
11.918,-0.02,-0.01
11.92,-0.04,-0.015
11.922,-0.03,-0.02
11.924,0.0,-0.02
11.926,-0.01,-0.025
11.928,-0.015,-0.03
11.93,-0.02,-0.035
11.932,-0.01,-0.035
11.934,-0.005,-0.04
11.936,-0.05,-0.04
11.938,-0.045,-0.04
11.94,-0.03,-0.04
11.942,-0.005,-0.035
11.944,-0.01,-0.025
11.946,0.0,-0.015
11.948,-0.005,-0.005
11.95,-0.02,0.01
11.952,0.025,0.025
11.954,0.045,0.035
11.956,0.05,0.035
11.958,0.055,0.035
11.96,0.02,0.02
11.962,0.0,0.005
11.964,-0.03,-0.015
11.966,-0.075,-0.035
11.968,-0.065,-0.05
11.97,-0.03,-0.065
11.972,-0.04,-0.07
11.974,-0.07,-0.065
11.976,-0.025,-0.06
11.978,-0.025,-0.05
11.98,-0.04,-0.045
11.982,-0.01,-0.035
11.984,-0.04,-0.035
11.986,-0.04,-0.035
11.988,-0.05,-0.04
11.99,-0.03,-0.05
11.992,-0.04,-0.055
11.994,-0.055,-0.06
11.996,-0.075,-0.06
11.998,-0.05,-0.06
12.0,-0.075,-0.055
12.002,-0.03,-0.055
12.004,-0.03,-0.055
12.006,-0.015,-0.06
12.008,-0.045,-0.065
12.01,-0.1,-0.07
12.012,-0.075,-0.075
12.014,-0.045,-0.075
12.016,-0.07,-0.075
12.018,-0.045,-0.065
12.02,-0.035,-0.055
12.022,0.0,-0.045
12.024,0.055,-0.03
12.026,0.03,-0.02
12.028,-0.04,-0.01
12.03,-0.035,-0.01
12.032,-0.015,-0.01
12.034,-0.015,-0.015
12.036,-0.02,-0.02
12.038,-0.025,-0.03
12.04,-0.025,-0.035
12.042,-0.04,-0.04
12.044,-0.07,-0.05
12.046,-0.075,-0.055
12.048,-0.075,-0.06
12.05,-0.04,-0.065
12.052,0.01,-0.07
12.054,-0.055,-0.07
12.056,-0.04,-0.06
12.058,-0.055,-0.04
12.06,0.0,-0.01
12.062,0.075,0.035
12.064,0.1,0.09
12.066,0.185,0.16
12.068,0.285,0.235
12.07,0.325,0.31
12.072,0.395,0.385
12.074,0.53,0.45
12.076,0.61,0.495
12.078,0.615,0.52
12.08,0.56,0.525
12.082,0.535,0.5
12.084,0.435,0.45
12.086,0.325,0.38
12.088,0.25,0.295
12.09,0.205,0.205
12.092,0.14,0.12
12.094,0.085,0.035
12.096,-0.02,-0.03
12.098,-0.115,-0.085
12.1,-0.12,-0.125
12.102,-0.13,-0.145
12.104,-0.14,-0.16
12.106,-0.135,-0.165
12.108,-0.17,-0.17
12.11,-0.175,-0.17
12.112,-0.15,-0.17
12.114,-0.12,-0.165
12.116,-0.1,-0.155
12.118,-0.09,-0.145
12.12,-0.085,-0.125
12.122,-0.05,-0.1
12.124,0.0,-0.07
12.126,0.005,-0.04
12.128,0.015,-0.02
12.13,0.0,0.0
12.132,-0.02,0.005
12.134,-0.025,0.0
12.136,-0.025,-0.01
12.138,0.02,-0.025
12.14,0.005,-0.04
12.142,-0.035,-0.05
12.144,-0.065,-0.055
12.146,-0.01,-0.055
12.148,0.015,-0.045
12.15,-0.025,-0.035
12.152,0.01,-0.02
12.154,0.03,-0.01
12.156,0.02,0.0
12.158,0.01,0.0
12.16,-0.02,0.0
12.162,0.0,-0.005
12.164,0.02,-0.015
12.166,0.035,-0.02
12.168,0.045,-0.025
12.17,0.005,-0.025
12.172,0.02,-0.025
12.174,0.01,-0.02
12.176,0.025,-0.015
12.178,0.025,-0.01
12.18,0.02,-0.005
12.182,0.0,-0.005
12.184,-0.005,-0.01
12.186,-0.005,-0.015
12.188,0.01,-0.02
12.19,0.035,-0.025
12.192,0.02,-0.035
12.194,-0.01,-0.04
12.196,-0.005,-0.04
12.198,-0.005,-0.04
12.2,-0.035,-0.035
12.202,-0.055,-0.03
12.204,0.01,-0.02
12.206,0.04,-0.01
12.208,0.07,0.0
12.21,0.055,0.01
12.212,0.04,0.02
12.214,0.055,0.025
12.216,0.075,0.025
12.218,0.085,0.03
12.22,0.085,0.03
12.222,0.06,0.03
12.224,0.055,0.03
12.226,0.075,0.035
12.228,0.07,0.035
12.23,0.045,0.04
12.232,0.045,0.04
12.234,0.08,0.04
12.236,0.085,0.04
12.238,0.07,0.04
12.24,0.075,0.035
12.242,0.08,0.035
12.244,0.095,0.035
12.246,0.105,0.035
12.248,0.075,0.04
12.25,0.09,0.05
12.252,0.085,0.055
12.254,0.09,0.065
12.256,0.115,0.075
12.258,0.14,0.08
12.26,0.145,0.085
12.262,0.12,0.085
12.264,0.12,0.09
12.266,0.12,0.09
12.268,0.125,0.09
12.27,0.115,0.095
12.272,0.14,0.1
12.274,0.175,0.105
12.276,0.175,0.11
12.278,0.165,0.115
12.28,0.17,0.115
12.282,0.175,0.12
12.284,0.115,0.12
12.286,0.145,0.125
12.288,0.18,0.13
12.29,0.195,0.13
12.292,0.16,0.135
12.294,0.15,0.14
12.296,0.2,0.14
12.298,0.215,0.14
12.3,0.16,0.14
12.302,0.175,0.135
12.304,0.195,0.135
12.306,0.175,0.13
12.308,0.15,0.13
12.31,0.075,0.13
12.312,0.16,0.135
12.314,0.22,0.135
12.316,0.19,0.14
12.318,0.185,0.135
12.32,0.155,0.13
12.322,0.14,0.12
12.324,0.15,0.11
12.326,0.11,0.095
12.328,0.075,0.075
12.33,0.06,0.06
12.332,0.06,0.045
12.334,0.08,0.03
12.336,0.07,0.02
12.338,0.05,0.015
12.34,0.04,0.01
12.342,0.015,0.005
12.344,0.025,0.005
12.346,0.045,0.0
12.348,0.04,0.0
12.35,0.035,0.0
12.352,0.03,0.0
12.354,0.005,0.0
12.356,0.045,0.0
12.358,0.02,0.0
12.36,0.025,0.0
12.362,0.01,0.0
12.364,0.035,-0.005
12.366,0.04,-0.015
12.368,0.02,-0.02
12.37,-0.015,-0.03
12.372,0.0,-0.04
12.374,0.015,-0.045
12.376,0.03,-0.05
12.378,-0.025,-0.055
12.38,-0.01,-0.055
12.382,0.02,-0.055
12.384,0.02,-0.055
12.386,-0.015,-0.055
12.388,-0.015,-0.055
12.39,-0.04,-0.055
12.392,-0.06,-0.055
12.394,-0.04,-0.06
12.396,-0.01,-0.06
